varsta,gen,educatie,venit_anual,vechime,tip_locuinta,valoare_credit,rata_dobanzii,procent_credit_din_venit,ani_istoric_credit,istoric_neplata,status_credit
25,1,2,74502,7,2,7000,5.79,0.09,4,0,0
22,0,2,74229,3,2,8000,5.79,0.11,4,1,0
26,0,3,75277,6,1,8000,12.99,0.11,4,0,0
26,0,4,74273,1,2,21000,11.01,0.28,2,0,0
26,1,1,67287,8,2,10000,7.51,0.15,3,0,1
22,1,1,74121,0,2,18200,7.51,0.25,4,0,0
22,1,2,75549,0,1,8000,12.68,0.11,4,1,0
23,0,1,67050,1,2,10000,15.33,0.15,2,0,1
25,0,2,74168,4,2,15000,9.88,0.2,2,1,0
24,1,1,67086,2,2,7000,7.14,0.1,3,0,1
26,1,4,73816,2,2,7500,10.25,0.1,4,1,0
24,1,1,75686,3,1,8000,11.14,0.11,4,0,0
22,1,2,74257,1,2,21000,14.26,0.28,4,1,0
24,1,2,68734,1,1,8000,14.96,0.12,2,0,1
26,0,3,74143,5,2,19200,11.48,0.26,3,0,0
26,0,1,76936,3,1,8000,12.53,0.1,2,0,0
25,1,2,78041,2,1,8000,6.03,0.1,2,1,0
24,0,1,78126,2,1,8000,7.9,0.1,2,0,0
24,0,2,73964,0,2,25000,10.59,0.34,3,1,0
23,0,1,77892,3,1,8000,10.0,0.1,2,1,0
24,0,1,74300,1,2,17000,6.03,0.23,4,1,0
23,0,2,79102,1,1,8000,6.62,0.1,4,1,0
24,0,4,74395,6,2,6400,8.59,0.09,3,1,0
24,0,2,78886,2,1,8000,12.69,0.1,3,1,0
22,1,4,79105,0,1,8000,10.59,0.1,2,1,0
26,1,4,78899,0,1,8000,6.92,0.1,4,0,0
23,0,1,74382,0,2,9000,11.01,0.12,2,1,0
24,0,1,78831,4,1,8000,9.63,0.1,3,0,0
25,1,2,74458,0,2,5650,7.66,0.08,4,1,0
25,0,4,74332,2,2,5200,5.42,0.07,4,1,0
22,1,3,78905,4,1,8000,6.54,0.1,4,1,0
23,1,1,74246,2,2,10000,7.88,0.13,3,1,0
23,0,3,67426,2,2,15250,15.68,0.23,2,0,1
24,0,1,67375,4,2,6000,14.42,0.09,2,0,1
26,1,2,74170,3,3,1500,12.84,0.02,2,0,0
24,1,1,74171,2,2,5100,10.51,0.07,2,1,0
22,1,1,67140,1,2,7200,11.01,0.11,4,0,1
24,1,2,67122,2,2,9600,10.78,0.14,4,0,1
23,1,4,78928,1,1,8000,14.72,0.1,2,0,0
23,0,1,78503,0,1,8000,9.32,0.1,3,0,0
24,1,2,74507,2,2,2000,11.49,0.03,4,0,0
23,1,2,74446,2,3,9000,16.49,0.12,3,1,0
22,1,2,74965,0,2,13000,9.63,0.17,3,1,0
23,0,2,74746,0,3,6125,8.59,0.08,4,1,0
23,1,2,67437,0,2,25000,19.04,0.37,4,0,1
24,1,4,79099,3,1,8000,8.49,0.1,2,0,0
21,0,1,67517,0,2,5000,14.27,0.07,4,0,1
23,0,1,67545,0,2,5500,14.61,0.08,2,0,1
22,1,1,74790,1,2,10800,9.99,0.14,2,1,0
23,0,1,75049,2,3,2500,11.01,0.03,3,0,0
21,0,4,79377,1,1,8000,12.84,0.1,2,1,0
23,0,4,74911,0,2,5000,11.36,0.07,2,1,0
22,1,4,74832,3,2,30000,6.62,0.4,3,0,0
26,0,2,81590,2,1,8000,7.14,0.1,2,0,0
24,1,2,74611,1,2,3200,11.49,0.04,2,1,0
23,1,2,81506,2,1,8000,11.01,0.1,3,1,0
22,1,1,74862,1,3,24250,14.96,0.32,3,1,0
23,1,2,75011,0,2,13000,10.62,0.17,4,0,0
24,1,1,75010,1,2,6500,6.03,0.09,4,1,0
25,0,2,85118,1,1,8000,15.96,0.09,3,1,0
24,0,2,75282,2,3,3200,7.68,0.04,4,0,0
24,0,2,75186,3,2,17800,10.25,0.24,3,1,0
24,0,4,84880,5,1,8000,11.71,0.09,3,1,0
24,1,3,75068,4,2,1500,6.54,0.02,2,1,0
25,0,3,75210,0,3,4000,7.75,0.05,4,0,0
26,1,4,85045,2,1,8000,7.9,0.09,4,0,0
26,1,1,85202,4,1,8000,15.96,0.09,3,1,0
22,1,2,84873,0,1,8000,6.99,0.09,2,1,0
23,1,2,85088,3,1,8000,11.99,0.09,4,0,0
25,1,4,77723,3,1,8000,15.28,0.1,4,0,1
23,1,3,84543,0,1,8000,16.02,0.09,2,1,0
26,0,3,75186,5,2,12000,7.9,0.16,2,0,0
22,1,3,85118,1,1,8000,7.66,0.09,4,0,0
23,0,4,75385,2,2,4000,8.9,0.05,2,1,0
22,1,2,78170,1,1,8000,14.84,0.1,2,0,1
24,0,1,85055,1,1,8000,14.72,0.09,3,1,0
25,1,3,85404,3,1,8000,14.26,0.09,4,1,0
26,1,2,75423,3,2,8400,6.62,0.11,4,1,0
26,1,2,86001,5,1,8000,13.49,0.09,4,1,0
24,1,4,75424,2,2,6200,11.01,0.08,3,0,0
23,1,4,75500,0,2,1800,11.71,0.02,3,1,0
22,1,1,75169,0,2,13000,15.27,0.17,2,0,0
25,1,1,87355,1,1,8000,7.9,0.09,4,1,0
22,1,1,87523,0,1,8000,7.9,0.09,4,0,0
22,0,2,75191,1,2,15075,6.03,0.2,2,1,0
22,0,4,80607,0,1,8000,14.65,0.1,4,0,1
24,1,3,75410,4,2,5875,6.03,0.08,2,0,0
22,0,3,87376,0,1,8000,7.9,0.09,4,0,0
21,0,1,75710,2,2,6000,7.51,0.08,2,0,0
22,0,3,75677,4,2,2000,6.03,0.03,3,1,0
23,0,1,75004,3,2,10000,7.9,0.13,3,1,0
22,1,4,75022,0,2,5000,6.03,0.07,4,0,0
24,0,2,75391,0,2,10000,13.99,0.13,4,1,0
25,1,3,75180,3,2,12000,5.42,0.16,2,1,0
24,0,4,87400,1,1,8000,10.0,0.09,3,1,0
25,0,2,75173,4,2,8500,10.99,0.11,2,1,0
23,0,4,75266,0,3,5575,11.01,0.07,3,0,0
24,1,4,89828,4,1,8000,15.62,0.09,2,1,0
26,0,3,89932,2,1,8000,13.92,0.09,3,0,0
23,0,1,75218,2,2,5000,5.42,0.07,3,0,0
23,1,4,90899,3,1,8000,7.9,0.09,4,1,0
24,1,1,75550,0,2,10000,7.49,0.13,3,1,0
22,0,2,90847,1,1,8000,5.99,0.09,3,0,0
23,1,2,91153,0,1,8000,10.74,0.09,3,1,0
25,0,4,75518,3,2,3000,12.99,0.04,2,0,0
23,1,2,75364,0,2,9000,11.01,0.12,4,0,0
23,1,1,91057,3,1,8000,13.79,0.09,3,0,0
24,0,2,91082,2,1,8000,15.37,0.09,3,1,0
22,0,4,75497,0,2,10000,5.99,0.13,4,1,0
25,1,2,83680,4,1,8000,13.99,0.1,2,0,1
23,1,2,92036,0,1,8000,5.99,0.09,4,1,0
26,1,4,92643,5,1,8000,13.11,0.09,3,1,0
25,1,4,92369,1,1,8000,6.03,0.09,3,0,0
24,1,4,93773,5,1,8000,7.51,0.09,3,1,0
22,1,2,75108,1,2,9000,10.0,0.12,2,1,0
22,1,1,94429,1,1,8000,13.79,0.08,4,1,0
26,1,4,75626,4,2,10000,13.43,0.13,2,1,0
23,0,3,68355,0,2,8000,14.54,0.12,2,0,1
24,1,1,95940,0,1,8000,11.49,0.08,2,0,0
23,0,4,96702,0,1,8000,7.9,0.08,3,1,0
24,1,1,75654,0,2,10000,10.74,0.13,2,1,0
24,0,4,75389,2,2,7750,10.0,0.1,2,0,0
22,1,1,97042,1,1,8000,18.39,0.08,3,0,0
26,0,4,96959,2,1,8000,5.99,0.08,2,1,0
24,1,3,75216,0,2,20000,11.01,0.27,4,0,0
25,0,4,89651,2,1,8000,7.29,0.09,3,0,1
23,1,1,75282,1,2,18000,14.46,0.24,3,0,0
23,1,1,75276,3,2,10000,11.01,0.13,2,1,0
22,0,4,75133,0,2,1500,6.91,0.02,2,1,0
26,0,2,97073,5,1,8000,12.73,0.08,3,1,0
22,1,1,75605,0,2,17000,6.91,0.22,3,1,0
24,1,2,98806,0,1,8000,12.84,0.08,2,1,0
26,1,1,99285,4,1,8000,10.99,0.08,3,1,0
26,0,3,75659,2,2,10000,7.88,0.13,2,0,0
26,1,1,92187,3,1,8000,13.48,0.09,4,0,1
25,0,2,68038,4,2,2000,11.49,0.03,3,0,1
22,0,4,75252,0,3,4000,6.76,0.05,4,1,0
26,0,1,75315,2,2,20000,10.38,0.27,4,1,0
25,0,4,75577,0,2,2100,11.86,0.03,2,1,0
24,1,1,68433,5,2,10000,14.35,0.15,4,0,1
22,1,3,80763,0,1,8000,18.39,0.1,4,0,1
22,1,4,102990,0,1,8000,13.92,0.08,3,1,0
25,1,2,75395,2,2,6000,7.88,0.08,4,1,0
24,0,1,102761,4,1,8000,13.06,0.08,2,0,0
25,1,4,75644,2,2,10000,7.88,0.13,3,1,0
23,1,2,75652,0,2,11200,7.88,0.15,4,1,0
21,1,1,68008,0,2,18000,10.25,0.26,2,0,1
22,1,1,103996,3,1,8000,13.92,0.08,2,1,0
26,0,4,104934,3,1,8000,10.36,0.08,3,1,0
22,1,4,75406,0,2,5000,8.59,0.07,4,1,0
25,0,3,105579,6,1,8000,10.37,0.08,2,0,0
25,0,1,75092,3,3,3500,13.57,0.05,4,1,0
23,1,3,75285,2,2,10000,12.18,0.13,2,0,0
22,0,4,75276,1,2,6000,13.92,0.08,4,0,0
23,1,3,75476,0,2,5000,13.57,0.07,3,1,0
23,1,1,92670,2,1,8000,14.26,0.09,4,0,1
26,1,1,75367,6,2,12000,11.01,0.16,4,1,0
26,0,1,109050,7,1,8000,14.27,0.07,3,1,0
24,1,3,75189,2,2,20000,16.7,0.27,2,1,0
22,0,2,108789,0,1,8000,7.49,0.07,3,1,0
23,1,4,75196,1,2,6500,10.95,0.09,3,1,0
22,1,3,75405,0,3,10000,11.58,0.13,2,1,0
23,0,4,108931,1,1,8000,6.92,0.07,3,1,0
23,1,2,108576,1,1,8000,13.35,0.07,3,0,0
22,0,4,109339,0,1,8000,11.01,0.07,3,1,0
22,1,3,68311,1,2,15000,16.0,0.22,4,0,1
22,1,4,110365,1,1,8000,6.92,0.07,4,1,0
22,0,1,109923,0,1,8000,11.86,0.07,3,1,0
23,1,4,111537,1,1,8000,11.49,0.07,4,1,0
22,1,2,75652,0,2,7500,13.87,0.1,3,1,0
23,0,4,75436,0,2,6400,10.08,0.08,2,0,0
24,1,2,75371,2,2,8000,10.08,0.11,3,0,0
23,1,1,75658,0,2,9600,9.2,0.13,2,1,0
25,0,1,115066,0,1,8000,15.23,0.07,4,1,0
25,0,2,115188,1,1,8000,10.99,0.07,3,1,0
25,1,4,114775,2,1,8000,13.8,0.07,3,0,0
25,1,1,115058,2,1,8000,10.36,0.07,3,1,0
22,0,2,75605,0,2,3000,8.7,0.04,3,1,0
22,1,2,114684,2,1,8000,12.61,0.07,4,0,0
26,1,1,101960,2,1,8000,12.61,0.08,4,0,1
25,0,1,68264,1,2,8000,11.71,0.12,3,0,1
25,1,1,101680,1,1,8000,16.45,0.08,2,0,1
26,1,3,116847,3,1,8000,13.61,0.07,3,1,0
24,0,4,67966,2,2,6000,10.0,0.09,3,0,1
24,0,1,117719,4,1,8000,15.31,0.07,3,1,0
26,0,2,75529,7,2,4000,9.99,0.05,2,0,0
26,1,3,120995,6,1,8000,16.32,0.07,3,1,0
21,1,1,120991,0,1,8000,7.14,0.07,4,0,0
23,0,4,68223,1,2,15000,11.26,0.22,2,0,1
23,1,3,75097,1,2,9600,10.95,0.13,3,1,0
26,1,2,121059,1,1,8000,6.54,0.07,3,1,0
25,1,4,75486,2,2,15000,13.47,0.2,4,1,0
22,1,1,75378,0,2,3600,7.37,0.05,2,0,0
23,0,3,75339,0,2,10000,9.07,0.13,4,0,0
23,0,4,108167,1,1,8000,14.74,0.07,3,0,1
26,1,2,75613,1,2,9600,11.71,0.13,4,1,0
24,1,2,126786,0,1,8000,7.51,0.06,3,1,0
26,1,1,75477,4,2,1600,12.61,0.02,4,1,0
24,1,4,75108,1,2,6000,12.53,0.08,2,1,0
26,1,3,98825,1,1,8000,16.29,0.08,3,0,1
24,1,1,130639,2,1,8000,9.88,0.06,4,1,0
26,1,2,75602,2,2,18000,16.63,0.24,3,1,0
24,0,2,132960,6,1,8000,5.99,0.06,3,1,0
25,1,3,138879,5,1,8000,11.71,0.06,4,1,0
22,0,1,68400,0,2,12000,16.29,0.18,2,0,1
24,0,2,140798,0,1,8000,16.49,0.06,3,1,0
22,0,4,75538,0,3,5000,9.99,0.07,4,0,0
22,1,4,130229,0,1,8000,16.29,0.06,2,0,1
25,1,2,130905,1,1,8000,16.77,0.06,3,0,1
25,1,1,145316,1,1,8000,11.01,0.06,3,0,0
21,1,4,75895,0,2,10000,7.66,0.13,4,1,0
23,0,2,76014,0,3,29800,10.65,0.39,3,1,0
26,0,1,75549,5,2,21650,12.69,0.29,4,1,0
23,1,1,145159,1,1,8000,14.61,0.06,4,1,0
25,1,1,148701,3,1,8000,12.53,0.05,3,1,0
25,1,2,76142,4,3,15000,17.58,0.2,4,1,0
26,1,3,151245,3,1,8000,9.63,0.05,3,1,0
23,1,4,152231,0,1,8000,13.23,0.05,3,1,0
23,0,2,75520,4,2,7200,8.9,0.1,4,1,0
24,0,1,75557,2,2,4000,8.9,0.05,4,0,0
23,0,4,157085,0,1,8000,11.99,0.05,3,1,0
26,0,4,76194,3,2,11000,11.01,0.14,3,0,0
25,0,2,163071,2,1,8000,11.01,0.05,3,1,0
23,1,1,75535,0,2,7000,13.06,0.09,4,0,0
22,1,1,68850,1,2,8400,14.91,0.12,2,0,1
22,1,4,68235,1,2,25000,16.4,0.37,3,0,1
24,1,2,158984,3,1,8000,15.99,0.05,2,0,1
24,0,1,75777,0,2,9500,6.54,0.13,2,0,0
22,0,1,75908,0,2,2400,14.46,0.03,2,0,0
22,0,3,75733,3,2,12600,13.85,0.17,2,1,0
25,1,3,75876,2,2,12500,14.96,0.16,3,0,0
25,0,3,76232,5,2,2000,10.99,0.03,4,1,0
26,0,1,221574,4,1,8000,15.62,0.04,4,0,1
22,1,3,36987,0,1,8050,12.69,0.22,2,0,1
22,1,4,58675,1,1,8050,10.0,0.14,2,1,0
21,1,4,61010,0,1,8075,6.17,0.13,2,1,0
22,1,4,65707,1,1,8075,13.06,0.12,3,1,0
23,1,1,75779,0,2,12000,6.91,0.16,2,1,0
23,1,3,94489,1,1,8100,7.29,0.09,2,1,0
24,0,2,103040,2,1,8100,11.01,0.08,2,1,0
21,1,4,30619,0,1,8125,7.9,0.27,3,0,1
25,1,4,75915,0,2,8000,7.51,0.11,2,1,0
23,1,3,36755,1,1,8125,12.68,0.22,3,1,0
21,0,4,75708,0,2,5000,12.53,0.07,3,1,0
21,0,4,75800,0,2,13200,7.9,0.17,3,1,0
23,1,1,76081,0,2,23525,7.9,0.31,3,1,0
26,0,1,68229,4,1,8150,12.87,0.12,4,1,0
24,0,1,73814,0,1,8150,17.27,0.11,3,0,1
26,1,1,75897,3,2,8000,11.49,0.11,2,1,0
22,1,2,76278,0,2,10000,5.99,0.13,3,1,0
25,1,4,41571,4,1,8200,12.21,0.2,4,1,0
24,1,3,76212,0,2,6000,5.79,0.08,2,1,0
26,1,2,49089,4,1,8200,6.62,0.17,4,1,0
24,1,2,50666,0,1,8200,11.36,0.16,2,1,0
23,1,2,67176,1,1,8200,13.11,0.12,3,1,0
24,1,1,76342,1,2,16000,10.38,0.21,3,1,0
22,1,4,180773,0,1,8200,6.99,0.05,3,1,0
21,0,2,31128,0,1,8250,7.49,0.27,4,0,1
23,0,3,36719,0,1,8250,7.51,0.22,4,1,0
23,0,1,76087,0,2,9600,13.22,0.13,3,0,0
24,0,1,75843,4,3,6500,13.22,0.09,2,1,0
25,0,4,76241,2,2,15000,6.0,0.2,3,1,0
23,0,4,75593,0,2,4000,7.43,0.05,3,1,0
21,0,1,40285,0,1,8250,11.01,0.2,2,0,0
23,1,3,75497,1,2,12000,10.74,0.16,4,0,0
22,1,1,76105,0,3,7000,13.35,0.09,2,1,0
25,1,1,85051,4,1,8250,13.61,0.1,4,0,1
24,0,2,76318,2,2,6000,10.2,0.08,2,1,0
26,0,3,76250,4,2,4400,11.01,0.06,4,1,0
23,0,2,32326,0,1,8300,9.99,0.26,4,0,1
25,0,4,37091,5,1,8300,8.9,0.22,3,0,1
22,1,2,55124,0,1,8300,10.99,0.15,4,1,0
21,0,3,61188,0,1,8300,8.9,0.14,4,0,0
24,0,3,100474,0,1,8300,7.88,0.08,2,1,0
22,1,2,76495,0,2,9600,11.03,0.13,4,0,0
21,0,3,76981,0,2,15000,11.49,0.19,4,1,0
22,0,3,69272,0,2,10000,14.59,0.14,2,0,1
24,1,3,69315,3,3,15000,16.4,0.22,4,0,1
25,1,2,76914,1,2,14000,12.42,0.18,2,1,0
26,1,4,38324,2,1,8325,13.49,0.22,3,1,0
26,0,1,94070,0,1,8350,6.99,0.09,3,1,0
21,1,1,37370,0,1,8400,6.03,0.22,3,0,0
23,1,1,76565,2,2,20000,7.9,0.26,2,0,0
24,1,2,76532,2,2,6000,9.91,0.08,4,0,0
24,0,1,38217,2,1,8400,13.23,0.22,3,1,0
21,1,1,39609,0,1,8400,16.77,0.21,4,0,1
25,0,2,76555,0,2,20000,8.49,0.26,4,1,0
22,1,1,39300,0,1,8400,11.49,0.21,4,1,0
24,1,1,76693,3,2,20000,11.49,0.26,3,0,0
23,1,1,76498,1,2,10000,10.59,0.13,2,1,0
25,1,1,76266,6,2,11000,11.01,0.14,3,1,0
23,1,1,76889,3,2,7300,7.49,0.09,2,1,0
21,0,2,76792,0,2,10000,10.59,0.13,2,1,0
25,0,4,42208,4,1,8400,11.01,0.2,4,0,0
25,1,1,76793,2,2,20000,9.99,0.26,2,1,0
24,1,4,43206,0,1,8400,12.87,0.19,4,0,0
23,0,3,76761,0,2,9700,5.99,0.13,4,1,0
21,1,1,76226,0,2,11200,10.99,0.15,4,1,0
26,0,2,44154,6,1,8400,11.49,0.19,3,0,0
25,1,1,44351,0,1,8400,18.64,0.19,4,1,0
22,1,1,76538,0,2,10800,5.99,0.14,2,0,0
23,0,2,37277,0,1,8400,11.01,0.23,3,0,1
24,1,2,44123,3,1,8400,11.26,0.19,4,1,0
23,1,3,76532,0,2,6800,7.66,0.09,4,0,0
22,0,2,50130,0,1,8400,8.94,0.17,2,0,0
22,0,4,76436,0,2,8400,7.29,0.11,4,1,0
22,1,4,76332,1,3,9000,11.01,0.12,4,1,0
22,1,1,76682,0,2,15000,11.01,0.2,3,1,0
22,1,1,76583,0,2,12000,7.66,0.16,3,1,0
26,1,3,76771,3,2,10000,6.91,0.13,2,0,0
26,0,4,43529,4,1,8400,17.27,0.19,4,0,1
22,1,2,76712,0,2,4500,5.42,0.06,2,0,0
22,1,2,51336,0,1,8400,14.35,0.16,4,1,0
26,1,4,76965,0,2,10000,9.25,0.13,3,1,0
22,1,1,76747,0,2,3700,5.42,0.05,4,1,0
25,0,1,76652,3,2,25000,11.49,0.33,2,1,0
24,0,1,76408,2,2,6300,11.49,0.08,4,1,0
24,0,1,55060,1,1,8400,7.9,0.15,3,0,0
23,0,2,47971,1,1,8400,13.79,0.18,2,0,1
21,1,1,76791,0,2,4800,11.01,0.06,4,0,0
26,1,1,57547,8,1,8400,11.83,0.15,4,1,0
22,1,1,76943,0,2,8400,12.73,0.11,4,1,0
26,0,1,58466,4,1,8400,11.12,0.14,2,1,0
26,0,2,60388,5,1,8400,14.72,0.14,3,0,0
22,1,3,76480,0,2,8950,10.99,0.12,4,0,0
25,1,1,61146,5,1,8400,13.22,0.14,3,0,0
26,1,2,53808,3,1,8400,14.5,0.16,3,0,1
26,1,2,62736,2,1,8400,11.99,0.13,3,1,0
22,1,3,62955,0,1,8400,11.97,0.13,3,0,0
26,1,3,63756,3,1,8400,13.99,0.13,2,1,0
24,1,3,76719,2,3,17600,8.94,0.23,4,1,0
23,1,4,63560,3,1,8400,6.17,0.13,3,1,0
23,1,2,56709,2,1,8400,16.89,0.15,3,0,1
22,1,2,76864,0,2,10000,8.94,0.13,4,1,0
22,0,2,76706,0,2,4000,11.01,0.05,2,1,0
24,1,2,76450,0,2,20000,19.13,0.26,3,1,0
26,1,2,59862,4,1,8400,18.25,0.14,4,0,1
25,0,2,76499,2,2,11600,11.01,0.15,4,1,0
25,1,4,76678,4,2,7775,11.01,0.1,3,1,0
25,0,4,67099,4,1,8400,13.72,0.13,3,0,0
22,0,2,67194,0,1,8400,7.88,0.13,2,1,0
25,0,2,76644,1,2,3000,13.47,0.04,2,1,0
26,0,3,66649,1,1,8400,8.94,0.13,3,1,0
26,0,1,76926,8,2,3500,7.68,0.05,4,1,0
23,0,3,68270,2,1,8400,10.99,0.12,2,1,0
24,0,1,76545,2,2,11400,13.79,0.15,4,1,0
22,0,2,76659,3,2,14100,8.0,0.18,2,0,0
24,1,2,76434,1,2,15000,13.47,0.2,4,1,0
25,1,1,72839,0,1,8400,13.99,0.12,3,1,0
23,1,2,72742,0,1,8400,7.49,0.12,3,1,0
26,1,4,76927,2,2,24000,11.46,0.31,4,1,0
25,0,3,73040,2,1,8400,7.29,0.12,2,0,0
24,1,4,69465,2,2,6500,13.04,0.09,4,0,1
24,0,1,76449,1,2,7000,11.01,0.09,3,0,0
25,0,3,76532,3,2,25000,13.87,0.33,2,1,0
24,0,3,73172,4,1,8400,6.17,0.11,3,1,0
26,1,1,76432,4,2,3800,12.04,0.05,4,1,0
26,1,4,76553,4,2,4200,5.99,0.05,3,1,0
22,1,1,75468,0,1,8400,13.47,0.11,2,0,0
22,0,3,77217,0,2,10000,6.03,0.13,3,1,0
23,1,1,76620,2,2,12000,9.91,0.16,2,1,0
22,0,2,75149,0,1,8400,15.62,0.11,4,0,0
26,1,2,76630,3,3,5825,13.43,0.08,2,1,0
23,1,1,76898,0,2,8000,10.74,0.1,2,0,0
25,1,4,76913,0,2,27250,8.9,0.35,4,1,0
23,1,4,76901,1,0,4800,12.53,0.06,4,1,0
26,1,3,78904,5,1,8400,7.51,0.11,3,1,0
24,1,4,80056,3,1,8400,11.01,0.1,2,1,0
23,1,2,73967,0,1,8400,14.84,0.11,2,0,1
24,0,2,82650,1,1,8400,7.88,0.1,3,1,0
26,1,1,83883,4,1,8400,17.27,0.1,2,1,0
25,0,4,77216,3,2,17600,12.53,0.23,4,1,0
22,1,4,76758,0,2,10500,9.99,0.14,2,0,0
26,1,3,77099,4,3,20000,9.62,0.26,3,1,0
22,1,1,89395,0,1,8400,6.54,0.09,4,1,0
24,1,1,90735,1,1,8400,12.69,0.09,4,1,0
25,1,1,95135,1,1,8400,13.48,0.09,3,1,0
26,0,2,109200,4,1,8400,11.01,0.08,2,0,0
24,0,3,121067,4,1,8400,13.06,0.07,4,0,0
22,1,2,77492,0,2,7200,11.01,0.09,3,0,0
22,0,3,77488,0,2,7000,11.01,0.09,2,1,0
23,1,3,157134,3,1,8400,11.01,0.05,4,1,0
23,1,2,121749,2,1,8400,14.84,0.07,2,0,1
26,0,3,169055,4,1,8400,12.53,0.05,2,0,0
26,1,1,22670,2,1,8500,14.27,0.37,3,0,1
23,0,1,22364,0,1,8500,11.01,0.38,3,0,1
24,0,2,77283,0,2,2500,7.51,0.03,2,1,0
25,1,1,22772,2,1,8500,10.28,0.37,2,0,1
26,0,2,23885,2,1,8500,9.99,0.36,2,0,1
23,1,3,77189,2,2,2475,5.79,0.03,3,1,0
22,1,1,77282,0,3,4000,6.76,0.05,2,0,0
24,1,4,69920,0,2,9925,15.58,0.14,2,0,1
25,1,1,77133,2,2,12500,7.51,0.16,3,1,0
22,1,3,77191,0,2,25000,11.36,0.32,4,1,0
22,0,3,51578,0,1,8550,11.99,0.17,2,1,0
26,1,3,44244,6,1,8550,10.25,0.19,2,0,1
23,1,3,80422,0,1,8550,7.88,0.11,4,0,0
26,0,2,77646,5,2,17000,11.12,0.22,3,1,0
25,0,3,39389,3,1,8575,15.62,0.22,2,0,1
22,0,1,77438,1,2,4000,5.42,0.05,4,1,0
24,1,2,77959,5,2,6000,10.75,0.08,3,1,0
22,0,2,77409,0,2,3250,7.88,0.04,4,1,0
25,0,2,66783,4,1,8575,14.65,0.13,3,1,0
24,0,4,77706,3,2,14400,9.63,0.19,4,0,0
23,0,4,70673,0,2,16500,11.01,0.23,4,0,1
26,1,2,77774,1,2,5000,6.62,0.06,2,1,0
26,1,2,37413,3,1,8600,14.96,0.23,4,0,1
22,1,1,48821,0,1,8600,7.66,0.18,2,0,0
26,1,4,77718,2,2,12000,11.71,0.15,3,1,0
24,0,1,78041,1,2,12000,16.77,0.15,2,1,0
25,1,2,114810,7,1,8600,8.59,0.07,2,1,0
22,0,4,77569,1,2,6625,6.62,0.09,2,1,0
23,0,3,73746,0,1,8625,7.9,0.12,4,1,0
24,1,3,77788,1,3,3000,11.01,0.04,4,1,0
22,0,1,83908,0,1,8650,11.49,0.1,3,0,0
25,0,2,51465,4,1,8675,15.99,0.17,2,0,0
23,1,1,34772,2,1,8700,6.03,0.25,2,0,1
23,0,2,77666,0,2,2100,6.03,0.03,2,1,0
24,1,4,77871,1,2,5200,7.9,0.07,3,0,0
25,1,2,77942,4,2,9000,5.99,0.12,2,1,0
22,0,4,77898,1,2,6000,10.99,0.08,3,1,0
23,1,4,77850,0,2,8000,10.99,0.1,2,0,0
22,1,1,77709,0,3,15000,17.49,0.19,4,1,0
22,0,4,77402,0,2,6000,11.01,0.08,4,1,0
24,1,4,77789,0,2,8000,11.01,0.1,3,1,0
22,1,1,77563,0,2,9600,8.49,0.12,3,1,0
24,0,3,35851,0,1,8725,12.18,0.24,2,1,0
24,1,1,78341,2,2,4000,10.0,0.05,2,1,0
23,0,4,77616,0,2,5550,7.29,0.07,4,0,0
21,0,4,77900,0,3,10000,7.66,0.13,3,1,0
25,1,2,180796,3,1,8750,7.74,0.05,4,1,0
24,1,1,77660,5,2,13225,10.37,0.17,3,1,0
25,1,1,77909,0,2,5000,7.29,0.06,2,1,0
24,0,2,77633,1,2,1200,10.74,0.02,4,1,0
22,1,4,77669,0,2,7000,10.38,0.09,4,1,0
26,1,4,78025,2,2,15000,10.38,0.19,3,0,0
22,1,4,56033,1,1,8775,7.29,0.16,2,1,0
22,1,2,77496,0,2,15000,13.23,0.19,3,1,0
22,1,2,78015,0,2,14000,13.23,0.18,3,1,0
23,0,1,22871,0,1,9000,11.34,0.39,3,0,1
23,0,1,77874,0,2,5500,7.14,0.07,3,1,0
21,1,4,25013,0,1,9000,7.51,0.36,4,0,1
22,1,1,26752,0,1,9000,9.83,0.34,4,0,1
22,0,2,29659,3,1,9000,11.01,0.3,2,0,1
25,1,1,31106,0,1,9000,11.49,0.29,2,0,1
22,1,4,77743,0,2,25000,11.83,0.32,4,0,0
24,0,2,78243,0,2,12000,8.59,0.15,3,1,0
24,0,1,30741,3,1,9000,11.48,0.29,2,0,1
22,1,4,31540,2,1,9000,8.9,0.29,4,0,1
24,1,4,77576,0,2,10000,11.01,0.13,4,1,0
22,1,3,32245,1,1,9000,10.59,0.28,2,0,1
22,1,1,31907,0,1,9000,12.73,0.28,4,0,1
26,1,3,78149,0,2,8000,14.96,0.1,2,1,0
24,1,4,32995,3,1,9000,11.49,0.27,3,0,1
24,1,4,77671,1,2,4800,12.21,0.06,4,0,0
22,1,2,77534,2,2,2000,9.32,0.03,4,1,0
21,1,2,33101,0,1,9000,7.9,0.27,4,0,1
26,0,2,70693,6,2,25000,13.55,0.35,4,0,1
23,1,4,70736,2,2,7200,11.97,0.1,3,0,1
23,1,1,33367,4,1,9000,7.51,0.27,4,0,1
23,1,3,34208,0,1,9000,13.98,0.26,3,0,1
22,1,1,35572,0,1,9000,10.99,0.25,2,0,1
22,1,4,37156,1,1,9000,13.49,0.24,4,0,1
25,0,2,36659,1,1,9000,17.58,0.25,4,0,1
