varsta,gen,educatie,venit_anual,vechime,tip_locuinta,valoare_credit,rata_dobanzii,procent_credit_din_venit,ani_istoric_credit,istoric_neplata,status_credit
21,masculin,Postliceala,390870,0,Ipotecata,2555981,12.84,6.54,2,0,0
25,feminin,Licenta,105241,4,Inchiriat,820467,8.9,7.8,3,1,0
23,masculin,Master,346054,0,Inchiriat,543097,11.01,1.57,3,1,0
21,masculin,Liceu,423100,0,Inchiriat,1371928,13.8,3.24,4,1,0
21,masculin,Postliceala,255002,0,Inchiriat,1489833,10.62,5.84,3,0,0
23,feminin,Liceu,233436,5,Inchiriat,1566556,8.94,6.71,3,1,0
25,masculin,Master,432916,2,Inchiriat,2781078,17.04,6.42,4,0,0
24,feminin,Master,356544,1,Inchiriat,2543804,15.27,7.13,2,1,0
23,masculin,Postliceala,234704,0,Inchiriat,224205,5.99,0.96,3,1,1
23,masculin,Liceu,244949,0,Inchiriat,1618069,13.61,6.61,4,0,0
22,masculin,Master,427883,0,Inchiriat,347052,10.25,0.81,2,0,1
22,feminin,Liceu,179769,0,Inchiriat,1356551,11.46,7.55,3,1,0
24,feminin,Master,434207,1,Proprietate,2688614,12.53,6.19,4,1,0
23,masculin,Liceu,113087,0,Inchiriat,38295,14.22,0.34,3,1,0
22,masculin,Liceu,85049,0,Inchiriat,296929,12.42,3.49,4,1,0
24,masculin,Liceu,419888,3,Proprietate,353934,7.37,0.84,3,1,0
22,masculin,Licenta,192699,0,Inchiriat,522760,10.65,2.71,2,1,0
22,feminin,Licenta,419372,0,Inchiriat,2061729,14.27,4.92,3,0,0
22,masculin,Postliceala,432886,0,Ipotecata,657252,9.63,1.52,2,1,0
24,masculin,Liceu,25004,3,Inchiriat,6909,13.49,0.28,2,1,0
24,masculin,Postliceala,26291,3,Altul,170518,11.89,6.49,4,0,0
24,masculin,Licenta,187717,0,Inchiriat,1470000,7.51,7.83,3,0,0
23,masculin,Liceu,375484,0,Ipotecata,2980366,9.32,7.94,4,1,0
24,feminin,Licenta,259171,3,Inchiriat,2051191,13.49,7.91,3,1,1
22,masculin,Postliceala,360134,0,Inchiriat,2790505,7.51,7.75,4,0,0
24,masculin,Postliceala,323508,0,Inchiriat,218595,12.42,0.68,2,1,1
22,masculin,Postliceala,160909,1,Inchiriat,1055591,12.42,6.56,4,0,0
24,feminin,Master,445608,2,Proprietate,216714,9.07,0.49,4,1,0
22,masculin,Master,338713,0,Ipotecata,374360,9.07,1.11,3,1,0
22,feminin,Master,90199,0,Proprietate,102812,11.46,1.14,3,0,1
25,masculin,Liceu,296352,6,Ipotecata,1127202,12.09,3.8,2,1,0
24,masculin,Licenta,320331,2,Inchiriat,1489016,11.71,4.65,4,0,1
23,masculin,Licenta,216866,0,Inchiriat,1024074,11.71,4.72,4,1,0
23,masculin,Liceu,240517,0,Proprietate,615930,10.08,2.56,4,1,1
24,masculin,Master,177009,1,Ipotecata,639440,7.68,3.61,4,1,0
23,masculin,Liceu,138860,4,Inchiriat,509307,13.49,3.67,3,1,0
22,feminin,Licenta,338025,0,Inchiriat,1994207,10.99,5.9,2,0,0
23,masculin,Master,192780,0,Inchiriat,1385638,8.49,7.19,3,0,0
24,masculin,Licenta,115278,0,Inchiriat,324197,15.99,2.81,3,0,1
22,masculin,Postliceala,118999,0,Inchiriat,253999,10.37,2.13,2,1,0
26,feminin,Master,111540,5,Inchiriat,211174,6.54,1.89,2,0,1
23,feminin,Liceu,77423,0,Inchiriat,8449,14.72,0.11,4,1,0
21,masculin,Licenta,398321,0,Inchiriat,1945796,7.51,4.88,3,1,0
24,masculin,Liceu,111429,2,Ipotecata,528077,10.28,4.74,4,0,0
26,feminin,Master,43594,5,Inchiriat,273781,11.01,6.28,2,0,0
21,masculin,Liceu,125191,0,Inchiriat,69903,8.94,0.56,2,1,0
26,masculin,Licenta,48934,5,Inchiriat,254943,7.74,5.21,3,1,0
23,feminin,Liceu,67343,1,Ipotecata,170883,7.29,2.54,2,1,0
22,feminin,Postliceala,96733,0,Ipotecata,556375,11.01,5.75,2,1,0
21,feminin,Liceu,180169,0,Inchiriat,1324574,6.03,7.35,3,1,0
23,masculin,Master,183374,3,Ipotecata,215037,12.18,1.17,2,0,1
25,masculin,Liceu,211582,1,Ipotecata,1213358,7.66,5.73,3,0,0
26,feminin,Liceu,81602,0,Inchiriat,491317,15.23,6.02,3,1,0
21,feminin,Master,385967,0,Inchiriat,2013850,16.89,5.22,3,0,1
25,masculin,Master,203644,7,Inchiriat,475720,13.8,2.34,4,0,1
22,masculin,Postliceala,269030,2,Inchiriat,564429,13.22,2.1,2,1,0
23,masculin,Postliceala,276659,1,Ipotecata,1329363,11.01,4.81,4,1,0
22,masculin,Liceu,256948,1,Inchiriat,1874431,11.12,7.29,4,1,0
24,masculin,Liceu,414904,0,Inchiriat,2003592,13.49,4.83,3,0,0
26,masculin,Liceu,104274,2,Ipotecata,385211,7.29,3.69,3,0,1
23,feminin,Liceu,408329,0,Ipotecata,1818497,10.25,4.45,2,0,1
21,masculin,Liceu,119893,0,Inchiriat,136584,5.42,1.14,4,0,1
25,feminin,Licenta,304067,0,Inchiriat,1198122,10.62,3.94,2,0,1
25,masculin,Licenta,101196,3,Altul,539419,15.57,5.33,4,0,0
22,feminin,Licenta,146434,0,Ipotecata,242375,15.57,1.66,4,0,1
25,masculin,Licenta,324102,2,Inchiriat,259441,12.92,0.8,3,0,1
22,masculin,Master,72856,3,Inchiriat,577142,11.01,7.92,3,0,0
22,masculin,Licenta,262575,0,Ipotecata,514057,11.14,1.96,3,1,0
24,masculin,Liceu,373430,0,Inchiriat,738916,14.84,1.98,4,0,1
23,feminin,Postliceala,372240,3,Proprietate,166635,7.49,0.45,2,1,0
23,masculin,Liceu,281989,0,Inchiriat,229588,16.77,0.81,3,0,1
22,feminin,Master,333345,0,Inchiriat,2519496,13.04,7.56,4,1,1
23,feminin,Master,77971,0,Ipotecata,143153,11.86,1.84,4,1,0
23,feminin,Postliceala,255642,2,Ipotecata,915815,11.36,3.58,4,1,0
26,masculin,Doctorat,75916,5,Inchiriat,155279,14.84,2.05,2,0,1
22,masculin,Licenta,448215,1,Inchiriat,1440050,13.85,3.21,4,1,0
24,masculin,Licenta,311264,0,Ipotecata,542623,17.58,1.74,2,1,0
23,masculin,Postliceala,134116,0,Inchiriat,502739,11.03,3.75,4,0,1
21,masculin,Liceu,180531,0,Inchiriat,1258397,13.23,6.97,2,1,0
26,masculin,Liceu,143294,2,Inchiriat,620362,10.71,4.33,3,1,0
22,masculin,Liceu,311521,0,Inchiriat,461708,12.86,1.48,4,0,1
24,masculin,Postliceala,410296,1,Altul,370773,9.32,0.9,4,1,0
24,masculin,Liceu,214743,5,Ipotecata,319162,7.49,1.49,2,0,1
21,feminin,Liceu,292345,0,Inchiriat,1567511,12.53,5.36,3,0,1
24,feminin,Liceu,230345,0,Ipotecata,446179,6.99,1.94,2,1,0
24,masculin,Master,319966,5,Inchiriat,1745365,8.9,5.45,4,1,0
26,masculin,Master,449743,2,Inchiriat,2010718,12.69,4.47,4,0,0
24,feminin,Licenta,167720,1,Ipotecata,220284,18.39,1.31,3,1,0
23,feminin,Postliceala,414520,2,Inchiriat,1108792,14.09,2.67,4,0,1
22,masculin,Master,341231,0,Ipotecata,1461910,7.9,4.28,4,1,0
22,masculin,Master,316578,0,Inchiriat,1388492,7.9,4.39,2,0,1
23,feminin,Licenta,116274,0,Ipotecata,863714,13.61,7.43,2,1,0
25,feminin,Liceu,112245,5,Inchiriat,361497,13.49,3.22,3,0,1
22,feminin,Licenta,123751,0,Inchiriat,980670,7.49,7.92,2,1,0
22,feminin,Liceu,34000,3,Ipotecata,266688,13.79,7.84,4,0,0
23,masculin,Master,302219,0,Inchiriat,600090,7.88,1.99,3,0,1
24,masculin,Licenta,347890,0,Inchiriat,2112857,13.98,6.07,4,0,0
22,feminin,Postliceala,55065,1,Inchiriat,107039,11.01,1.94,2,1,1
24,masculin,Liceu,59784,4,Inchiriat,340538,10.59,5.7,3,1,0
24,masculin,Licenta,277336,0,Inchiriat,176108,15.62,0.63,3,0,1
23,masculin,Master,417830,2,Inchiriat,2848088,11.01,6.82,2,1,0
26,feminin,Master,430177,6,Inchiriat,1657059,14.11,3.85,4,0,1
23,feminin,Licenta,356017,0,Ipotecata,212239,5.42,0.6,3,1,0
24,feminin,Master,349351,2,Ipotecata,128180,17.49,0.37,3,0,1
23,masculin,Postliceala,427312,3,Ipotecata,2911199,5.42,6.81,2,1,0
21,masculin,Postliceala,267503,0,Inchiriat,1169232,11.01,4.37,4,1,0
24,masculin,Postliceala,268659,0,Ipotecata,487567,16.89,1.81,2,0,1
26,feminin,Licenta,160855,4,Inchiriat,1120475,13.35,6.97,4,0,0
25,masculin,Postliceala,55712,4,Proprietate,425958,11.01,7.65,3,0,0
24,feminin,Postliceala,52292,1,Ipotecata,60651,10.99,1.16,3,0,1
23,feminin,Licenta,425309,0,Ipotecata,1390247,13.99,3.27,4,0,1
25,masculin,Liceu,293168,3,Inchiriat,812655,7.4,2.77,3,1,0
25,masculin,Liceu,405495,5,Ipotecata,2494391,6.99,6.15,3,0,0
22,masculin,Licenta,266093,4,Inchiriat,2072286,15.65,7.79,2,0,0
25,feminin,Liceu,290124,3,Inchiriat,1109814,11.01,3.83,4,1,0
24,masculin,Liceu,65394,1,Ipotecata,407362,6.92,6.23,4,1,0
22,masculin,Licenta,218840,0,Ipotecata,459372,5.79,2.1,4,1,0
23,feminin,Liceu,247041,0,Ipotecata,1247515,7.66,5.05,3,1,0
25,feminin,Licenta,60004,1,Ipotecata,187332,10.0,3.12,4,1,0
26,masculin,Postliceala,77164,4,Ipotecata,486658,10.0,6.31,2,1,0
22,masculin,Licenta,68723,0,Inchiriat,15013,14.79,0.22,4,0,1
22,masculin,Master,298248,0,Inchiriat,1021270,19.39,3.42,4,0,1
22,feminin,Licenta,335331,1,Inchiriat,1455136,12.68,4.34,4,0,0
22,feminin,Liceu,207215,1,Ipotecata,230104,6.91,1.11,4,1,0
26,masculin,Licenta,94452,1,Inchiriat,121596,16.77,1.29,2,0,1
23,masculin,Postliceala,294322,0,Ipotecata,276665,7.88,0.94,4,1,1
26,masculin,Liceu,107799,5,Ipotecata,53149,7.88,0.49,2,1,0
22,feminin,Master,310825,0,Inchiriat,876268,10.0,2.82,3,0,1
24,masculin,Licenta,83862,6,Ipotecata,592184,7.88,7.06,3,1,0
25,feminin,Liceu,144687,2,Proprietate,345747,6.76,2.39,4,1,0
22,feminin,Master,25195,0,Inchiriat,70775,10.36,2.81,3,0,1
23,feminin,Master,387269,0,Inchiriat,327259,11.86,0.85,4,1,0
25,masculin,Master,98843,5,Inchiriat,314900,14.72,3.19,2,0,1
22,masculin,Licenta,104806,0,Ipotecata,705495,8.94,6.73,2,0,0
22,feminin,Liceu,413988,3,Ipotecata,1379341,12.53,3.33,2,1,0
22,feminin,Liceu,29274,0,Inchiriat,144030,10.75,4.92,3,0,1
21,feminin,Liceu,439538,1,Ipotecata,1387076,11.01,3.16,3,1,0
21,masculin,Master,295066,1,Inchiriat,1994541,11.86,6.76,3,0,0
22,masculin,Licenta,99753,1,Ipotecata,319459,9.32,3.2,2,1,1
23,masculin,Licenta,180329,4,Inchiriat,1261396,16.32,6.99,3,0,0
23,masculin,Postliceala,77482,0,Inchiriat,224903,7.51,2.9,3,1,0
24,masculin,Licenta,63252,0,Ipotecata,302487,15.57,4.78,4,0,0
24,masculin,Liceu,109751,0,Ipotecata,37784,13.17,0.34,4,1,0
22,feminin,Licenta,201425,0,Inchiriat,1202509,7.51,5.97,2,0,0
22,masculin,Postliceala,186840,0,Ipotecata,1431389,11.86,7.66,2,0,0
22,feminin,Liceu,167614,0,Proprietate,1080276,13.16,6.45,2,0,0
25,feminin,Licenta,65064,1,Ipotecata,148872,11.71,2.29,2,0,1
24,feminin,Master,284931,3,Inchiriat,1646094,14.96,5.78,2,1,0
24,feminin,Master,447815,1,Inchiriat,2479931,14.11,5.54,4,0,0
25,masculin,Liceu,210383,3,Inchiriat,1552651,14.74,7.38,4,0,0
21,masculin,Postliceala,245370,0,Inchiriat,1581550,13.16,6.45,4,0,0
22,feminin,Licenta,400884,0,Ipotecata,81569,7.51,0.2,4,1,0
22,masculin,Licenta,130880,4,Ipotecata,734448,7.51,5.61,3,1,0
25,masculin,Postliceala,156835,4,Ipotecata,677996,7.49,4.32,2,1,0
26,feminin,Master,387781,2,Inchiriat,2433120,15.45,6.27,4,0,0
25,masculin,Liceu,383651,4,Ipotecata,2125937,10.0,5.54,2,0,0
24,masculin,Licenta,90209,5,Proprietate,21364,13.06,0.24,4,1,1
26,feminin,Licenta,59106,1,Proprietate,286928,11.11,4.85,3,1,0
26,masculin,Licenta,397728,7,Ipotecata,1679427,6.17,4.22,3,0,1
23,masculin,Licenta,234908,3,Inchiriat,209775,9.88,0.89,2,1,0
22,masculin,Licenta,271108,0,Inchiriat,1517113,14.22,5.6,3,0,0
21,feminin,Postliceala,223829,0,Inchiriat,1140579,8.63,5.1,3,1,0
22,masculin,Postliceala,234596,0,Inchiriat,1194008,11.86,5.09,4,1,0
25,masculin,Master,219023,1,Inchiriat,1432113,12.42,6.54,2,1,0
23,feminin,Postliceala,28136,0,Inchiriat,203116,11.71,7.22,2,0,0
24,masculin,Licenta,269209,0,Inchiriat,1331216,7.66,4.94,2,0,0
24,feminin,Liceu,46459,2,Ipotecata,25117,9.99,0.54,4,1,0
24,feminin,Liceu,291669,0,Inchiriat,610563,6.76,2.09,4,1,0
22,feminin,Postliceala,99996,0,Inchiriat,709604,11.83,7.1,4,1,0
26,masculin,Licenta,152405,1,Proprietate,65297,6.99,0.43,4,1,1
21,feminin,Postliceala,203019,0,Inchiriat,61784,11.71,0.3,4,0,1
24,feminin,Licenta,141233,3,Inchiriat,695882,9.99,4.93,3,0,1
22,masculin,Postliceala,120089,0,Inchiriat,285235,12.42,2.38,2,1,0
24,masculin,Liceu,294644,3,Inchiriat,1586390,6.99,5.38,3,0,1
22,feminin,Postliceala,209694,0,Ipotecata,1434336,10.36,6.84,3,1,1
25,masculin,Liceu,286469,2,Inchiriat,1767671,12.99,6.17,2,0,0
25,masculin,Postliceala,187712,0,Ipotecata,829998,7.51,4.42,2,1,1
25,masculin,Master,196482,0,Inchiriat,865212,6.99,4.4,4,1,0
22,feminin,Liceu,145114,2,Inchiriat,380196,13.57,2.62,4,1,0
25,feminin,Licenta,439775,2,Ipotecata,286681,13.79,0.65,2,1,0
24,masculin,Licenta,321999,1,Inchiriat,534903,10.39,1.66,2,1,0
23,masculin,Licenta,329975,2,Inchiriat,70807,10.46,0.21,2,1,0
22,feminin,Licenta,44339,0,Ipotecata,346261,6.62,7.81,2,1,0
25,masculin,Postliceala,404367,0,Inchiriat,3102772,11.89,7.67,2,1,0
24,masculin,Liceu,331448,6,Ipotecata,267793,11.83,0.81,3,0,1
23,feminin,Liceu,338435,0,Ipotecata,1218061,11.01,3.6,3,0,1
22,feminin,Postliceala,148733,0,Ipotecata,351565,14.96,2.36,3,1,1
24,feminin,Liceu,425569,2,Ipotecata,1349939,7.4,3.17,2,1,0
25,masculin,Licenta,385520,2,Ipotecata,2074091,11.66,5.38,4,1,0
25,feminin,Master,232455,4,Ipotecata,1486261,15.62,6.39,3,0,0
24,feminin,Master,362209,4,Inchiriat,1037854,15.62,2.87,2,0,1
22,masculin,Liceu,327519,0,Inchiriat,140321,11.01,0.43,4,0,1
25,masculin,Liceu,63809,1,Ipotecata,102637,11.86,1.61,2,1,0
25,masculin,Liceu,122784,1,Ipotecata,85624,9.32,0.7,2,0,1
21,feminin,Master,323139,0,Inchiriat,1978128,10.38,6.12,3,1,0
22,feminin,Postliceala,176014,1,Inchiriat,1331017,11.01,7.56,4,0,0
22,masculin,Liceu,148858,0,Inchiriat,478153,8.0,3.21,3,1,0
25,masculin,Licenta,63768,4,Inchiriat,90307,15.58,1.42,2,0,1
21,masculin,Postliceala,113957,0,Inchiriat,202591,11.49,1.78,3,1,0
23,masculin,Postliceala,265930,2,Inchiriat,2072909,7.51,7.79,3,1,0
25,masculin,Liceu,253390,6,Inchiriat,89680,9.7,0.35,4,1,0
23,masculin,Liceu,244540,3,Inchiriat,1603954,11.66,6.56,3,1,0
25,feminin,Liceu,425762,2,Ipotecata,2870461,5.42,6.74,3,1,0
25,feminin,Postliceala,48631,0,Inchiriat,80070,10.65,1.65,3,0,1
22,feminin,Licenta,240219,0,Inchiriat,329580,12.69,1.37,4,1,0
22,feminin,Postliceala,444199,1,Ipotecata,2373716,12.53,5.34,3,1,0
24,feminin,Liceu,246150,4,Inchiriat,1234167,11.01,5.01,3,1,0
26,feminin,Master,434096,3,Ipotecata,1826696,10.99,4.21,2,1,0
26,masculin,Postliceala,236258,3,Ipotecata,409004,11.71,1.73,3,1,1
24,masculin,Liceu,150900,0,Inchiriat,163991,6.62,1.09,3,0,1
23,feminin,Liceu,403271,0,Proprietate,1984953,11.71,4.92,3,1,0
24,feminin,Licenta,381390,5,Inchiriat,2684146,13.99,7.04,3,1,0
25,masculin,Licenta,46942,5,Inchiriat,235712,7.66,5.02,3,1,0
26,masculin,Postliceala,427757,8,Inchiriat,694798,11.01,1.62,2,1,0
22,feminin,Licenta,61662,0,Ipotecata,232138,9.91,3.76,2,0,1
22,feminin,Master,320789,0,Inchiriat,2182073,7.66,6.8,2,1,1
25,feminin,Licenta,48377,0,Ipotecata,249333,13.49,5.15,4,1,0
23,masculin,Licenta,271061,0,Inchiriat,1619618,5.79,5.98,4,1,0
25,masculin,Liceu,420499,3,Inchiriat,486016,7.88,1.16,4,1,0
25,feminin,Postliceala,350441,4,Ipotecata,437508,15.27,1.25,4,1,0
22,masculin,Master,113622,0,Inchiriat,111027,7.51,0.98,4,1,0
23,feminin,Licenta,166644,2,Inchiriat,1003719,8.94,6.02,3,1,0
24,feminin,Liceu,86171,6,Ipotecata,230509,7.51,2.68,3,1,0
22,masculin,Master,425005,2,Ipotecata,815347,10.65,1.92,3,1,0
22,feminin,Postliceala,260618,0,Inchiriat,353083,12.87,1.35,3,1,0
22,masculin,Licenta,225070,0,Inchiriat,744014,11.01,3.31,2,0,1
23,masculin,Liceu,393141,0,Inchiriat,1139858,7.68,2.9,2,0,1
21,masculin,Licenta,315897,0,Ipotecata,173962,13.49,0.55,4,1,0
22,masculin,Liceu,186935,2,Inchiriat,574463,8.32,3.07,3,1,1
21,feminin,Postliceala,186259,0,Inchiriat,1454929,10.08,7.81,3,0,0
23,feminin,Postliceala,308088,0,Inchiriat,2451839,20.0,7.96,3,0,0
23,feminin,Postliceala,99784,1,Proprietate,566311,8.9,5.68,4,0,0
24,masculin,Licenta,347103,4,Inchiriat,222220,8.9,0.64,3,0,1
24,feminin,Master,228593,2,Ipotecata,1185165,9.91,5.18,3,1,0
22,feminin,Liceu,241898,0,Ipotecata,1039161,6.03,4.3,3,1,0
23,masculin,Postliceala,61714,0,Inchiriat,103366,10.99,1.67,2,1,1
26,feminin,Licenta,62884,2,Ipotecata,132943,17.27,2.11,2,0,1
24,masculin,Liceu,282777,6,Inchiriat,1791959,7.68,6.34,4,0,0
23,feminin,Liceu,213861,1,Inchiriat,1640198,7.49,7.67,4,0,0
22,masculin,Licenta,306692,0,Ipotecata,1140322,12.69,3.72,4,1,0
24,feminin,Liceu,103815,0,Ipotecata,102124,8.9,0.98,4,0,1
25,feminin,Liceu,305350,3,Inchiriat,2341093,14.54,7.67,3,0,0
25,masculin,Postliceala,214452,2,Ipotecata,313428,7.9,1.46,4,1,0
25,masculin,Licenta,240090,5,Inchiriat,1917412,12.42,7.99,2,0,0
22,masculin,Postliceala,172795,4,Inchiriat,1155512,10.65,6.69,2,1,1
23,masculin,Liceu,316719,0,Inchiriat,1444540,9.99,4.56,4,1,0
26,masculin,Master,341676,0,Inchiriat,1581913,7.29,4.63,2,1,0
23,feminin,Licenta,434370,0,Ipotecata,952216,12.42,2.19,3,1,1
23,masculin,Licenta,303860,0,Ipotecata,2169922,6.03,7.14,4,1,0
25,feminin,Licenta,434635,0,Ipotecata,2118130,14.27,4.87,4,0,0
24,feminin,Licenta,313884,0,Inchiriat,2150092,12.68,6.85,4,1,0
25,feminin,Master,439835,5,Ipotecata,2996965,10.65,6.81,4,1,0
25,feminin,Liceu,266468,3,Inchiriat,2071950,11.01,7.78,4,1,1
24,masculin,Master,59636,3,Proprietate,112848,16.29,1.89,4,0,1
26,feminin,Postliceala,68603,5,Inchiriat,329026,11.12,4.8,4,1,1
26,feminin,Licenta,237663,5,Inchiriat,483658,12.73,2.04,4,1,0
25,masculin,Licenta,236286,1,Proprietate,857166,11.71,3.63,4,1,1
22,masculin,Master,254590,2,Inchiriat,530385,11.01,2.08,3,1,0
23,masculin,Postliceala,270959,0,Inchiriat,1438636,12.84,5.31,2,1,0
25,masculin,Master,276492,2,Ipotecata,906963,6.03,3.28,2,1,0
25,feminin,Licenta,107093,2,Ipotecata,210944,11.01,1.97,2,0,1
22,masculin,Licenta,212841,2,Ipotecata,926771,12.69,4.35,4,0,1
26,feminin,Master,327670,1,Ipotecata,1435436,6.62,4.38,4,1,0
25,feminin,Liceu,283235,1,Ipotecata,268610,19.42,0.95,2,0,1
23,masculin,Licenta,160634,0,Ipotecata,821461,6.62,5.11,4,0,1
21,feminin,Licenta,96052,0,Ipotecata,702836,6.03,7.32,4,0,0
25,feminin,Liceu,196519,3,Ipotecata,125110,6.03,0.64,3,0,1
26,masculin,Master,31892,0,Ipotecata,45286,16.29,1.42,3,0,1
25,masculin,Liceu,162112,2,Inchiriat,788105,12.69,4.86,4,1,1
23,feminin,Liceu,182015,1,Inchiriat,921235,14.22,5.06,4,0,0
22,masculin,Licenta,246518,0,Ipotecata,831428,6.03,3.37,3,1,0
24,masculin,Master,404725,0,Inchiriat,2780105,8.0,6.87,2,0,0
23,masculin,Liceu,274509,0,Proprietate,402799,11.71,1.47,4,1,0
24,masculin,Postliceala,157846,2,Proprietate,911932,12.69,5.78,3,1,0
25,masculin,Licenta,128780,2,Ipotecata,385133,7.9,2.99,2,0,1
26,masculin,Licenta,276958,0,Inchiriat,66864,9.91,0.24,2,1,0
24,masculin,Licenta,344749,0,Ipotecata,738249,11.71,2.14,4,1,0
24,feminin,Licenta,201972,3,Proprietate,824202,12.69,4.08,2,1,0
26,masculin,Postliceala,174500,4,Inchiriat,1010347,11.71,5.79,2,0,0
24,feminin,Licenta,327644,2,Ipotecata,597292,6.03,1.82,3,1,0
25,feminin,Master,70246,1,Inchiriat,159306,13.49,2.27,2,0,1
22,feminin,Liceu,46061,0,Ipotecata,12762,7.9,0.28,3,0,1
23,feminin,Liceu,330245,2,Inchiriat,2463522,15.99,7.46,3,0,0
23,masculin,Liceu,329575,4,Ipotecata,1891982,6.03,5.74,4,1,0
24,feminin,Postliceala,325001,4,Ipotecata,2420613,6.62,7.45,4,0,0
26,masculin,Doctorat,181671,3,Proprietate,725787,7.9,4.0,4,1,0
22,masculin,Postliceala,129840,2,Ipotecata,776249,11.01,5.98,4,1,0
26,masculin,Postliceala,77001,6,Inchiriat,81881,7.49,1.06,2,1,0
24,feminin,Master,110134,0,Inchiriat,592431,11.01,5.38,3,1,0
26,masculin,Postliceala,310856,3,Ipotecata,2371682,7.51,7.63,4,1,0
25,masculin,Master,197492,4,Proprietate,1510008,19.42,7.65,4,1,0
23,feminin,Master,34682,0,Inchiriat,157806,14.09,4.55,3,0,1
26,masculin,Postliceala,130476,3,Inchiriat,365914,5.79,2.8,2,1,0
22,masculin,Postliceala,262738,0,Inchiriat,599528,13.23,2.28,4,0,1
23,masculin,Postliceala,293864,4,Inchiriat,613216,11.86,2.09,3,0,1
23,masculin,Licenta,409615,1,Inchiriat,3178224,11.49,7.76,2,1,0
22,masculin,Master,257916,0,Ipotecata,540278,7.9,2.09,4,1,0
22,feminin,Postliceala,348110,0,Ipotecata,342348,6.62,0.98,3,1,0
26,masculin,Postliceala,60965,3,Ipotecata,344849,8.9,5.66,2,1,1
22,masculin,Master,358302,2,Inchiriat,2251694,13.22,6.28,2,0,0
24,feminin,Licenta,345968,2,Inchiriat,122267,11.01,0.35,3,1,0
23,feminin,Postliceala,237987,3,Inchiriat,1309024,12.53,5.5,2,1,0
21,masculin,Postliceala,157206,0,Inchiriat,720207,9.38,4.58,4,0,0
25,masculin,Licenta,336664,3,Inchiriat,2691995,15.31,8.0,3,0,0
26,feminin,Liceu,120750,3,Proprietate,69793,9.91,0.58,2,1,0
26,masculin,Postliceala,223300,4,Ipotecata,1170062,6.62,5.24,2,1,0
26,feminin,Liceu,357512,3,Inchiriat,1640641,12.42,4.59,3,0,1
24,masculin,Licenta,377615,2,Ipotecata,1069928,8.9,2.83,2,0,1
22,masculin,Liceu,193845,0,Proprietate,150241,9.91,0.78,2,1,0
23,masculin,Liceu,300774,3,Ipotecata,1682112,11.01,5.59,4,0,0
25,feminin,Postliceala,396629,1,Inchiriat,2192189,14.72,5.53,4,1,0
24,feminin,Liceu,134509,2,Ipotecata,734597,17.27,5.46,2,1,0
25,masculin,Liceu,444127,3,Ipotecata,1694403,6.03,3.82,2,1,0
24,feminin,Liceu,55782,5,Inchiriat,437672,10.59,7.85,4,1,0
21,masculin,Licenta,95767,2,Inchiriat,360218,11.01,3.76,4,1,1
25,feminin,Postliceala,231321,0,Ipotecata,1743233,5.42,7.54,4,1,0
23,masculin,Liceu,216414,0,Inchiriat,209495,7.9,0.97,4,1,0
26,feminin,Liceu,174150,4,Proprietate,1103490,12.99,6.34,4,1,1
24,masculin,Licenta,61960,1,Ipotecata,166158,10.99,2.68,3,0,1
25,feminin,Liceu,155907,3,Inchiriat,658883,8.88,4.23,2,1,0
22,masculin,Licenta,222642,0,Inchiriat,1425051,11.36,6.4,4,0,0
24,masculin,Liceu,335715,0,Inchiriat,688526,8.9,2.05,3,1,0
23,feminin,Licenta,199373,2,Ipotecata,1087787,8.49,5.46,4,0,0
25,masculin,Liceu,182968,0,Inchiriat,576990,11.71,3.15,2,0,1
24,masculin,Liceu,441131,0,Inchiriat,3390469,10.99,7.69,4,1,0
24,masculin,Postliceala,62101,3,Inchiriat,418759,7.66,6.74,2,1,0
22,masculin,Postliceala,319174,0,Inchiriat,266637,5.42,0.84,3,1,1
25,masculin,Licenta,407195,2,Inchiriat,1641190,12.87,4.03,3,0,1
26,feminin,Liceu,405325,4,Inchiriat,249803,10.33,0.62,4,0,1
23,feminin,Licenta,142398,3,Inchiriat,427203,16.7,3.0,2,0,1
26,masculin,Master,39385,7,Proprietate,49433,7.49,1.26,4,1,0
24,feminin,Postliceala,57083,2,Inchiriat,442927,11.28,7.76,2,0,0
24,masculin,Postliceala,413560,3,Inchiriat,858315,12.53,2.08,2,1,0
23,masculin,Licenta,27306,0,Ipotecata,137359,10.99,5.03,2,0,0
24,feminin,Licenta,59336,3,Inchiriat,205374,11.01,3.46,3,0,1
26,masculin,Liceu,230194,2,Ipotecata,1490732,5.42,6.48,4,0,0
23,masculin,Licenta,320684,2,Proprietate,62679,10.59,0.2,2,1,0
23,feminin,Liceu,113228,3,Inchiriat,267232,12.99,2.36,4,0,1
26,feminin,Licenta,32401,4,Ipotecata,34391,10.59,1.06,2,0,1
25,masculin,Liceu,434751,3,Inchiriat,2749167,12.99,6.32,3,1,0
22,feminin,Licenta,239347,3,Inchiriat,224656,7.49,0.94,4,0,1
25,masculin,Master,226831,4,Inchiriat,1635053,10.37,7.21,4,1,0
24,feminin,Liceu,68481,0,Ipotecata,510792,16.89,7.46,3,1,0
26,masculin,Postliceala,277001,5,Ipotecata,528692,10.99,1.91,3,1,0
23,masculin,Liceu,449261,3,Ipotecata,686747,5.99,1.53,2,1,0
21,masculin,Master,376709,1,Inchiriat,1582517,13.48,4.2,4,0,1
