varsta,gen,educatie,venit_anual,vechime,tip_locuinta,valoare_credit,rata_dobanzii,procent_credit_din_venit,ani_istoric_credit,istoric_neplata,status_credit
25,masculin,Liceu,99460,2,Inchiriat,5600,5.99,0.06,4,1,0
24,feminin,Postliceala,51272,0,Ipotecata,19000,6.99,0.37,3,0,1
21,masculin,Licenta,108954,0,Inchiriat,5600,6.54,0.05,4,1,0
21,masculin,Liceu,58132,0,Proprietate,15000,11.01,0.26,2,1,0
23,feminin,Licenta,58962,0,Proprietate,2500,5.42,0.04,3,0,0
26,masculin,Licenta,124029,2,Inchiriat,5600,9.99,0.05,3,1,0
24,feminin,Licenta,31246,2,Inchiriat,5625,12.68,0.18,4,0,0
25,masculin,Postliceala,58727,5,Ipotecata,3500,5.42,0.06,4,0,0
26,feminin,Master,44168,3,Inchiriat,5650,11.01,0.13,3,0,0
22,masculin,Postliceala,62283,0,Inchiriat,5650,9.91,0.09,4,1,0
26,feminin,Postliceala,58554,5,Ipotecata,2000,10.99,0.03,2,1,0
25,masculin,Master,58743,2,Ipotecata,1400,14.79,0.02,4,1,0
22,feminin,Postliceala,58887,0,Ipotecata,4400,5.99,0.07,3,0,0
23,feminin,Liceu,81539,1,Inchiriat,5650,13.47,0.07,2,1,0
23,feminin,Liceu,80809,0,Inchiriat,5675,11.01,0.07,2,1,0
26,masculin,Licenta,58360,4,Ipotecata,12000,11.01,0.21,3,1,0
24,masculin,Master,14710,4,Inchiriat,5700,7.49,0.39,4,0,1
22,feminin,Licenta,43032,0,Inchiriat,5700,12.99,0.13,3,0,0
22,feminin,Licenta,45443,0,Inchiriat,5700,5.42,0.13,4,1,0
22,masculin,Licenta,58849,2,Ipotecata,13000,10.99,0.22,3,0,0
24,masculin,Licenta,56026,2,Inchiriat,5700,7.66,0.1,3,0,0
26,feminin,Postliceala,58654,2,Ipotecata,5000,8.49,0.09,4,1,0
26,masculin,Postliceala,64317,0,Inchiriat,5700,11.12,0.09,2,1,0
21,masculin,Master,21682,0,Inchiriat,5750,8.9,0.27,2,0,1
24,feminin,Licenta,41606,1,Inchiriat,5750,10.75,0.14,3,1,0
24,masculin,Licenta,58609,2,Ipotecata,10000,7.49,0.17,3,1,0
21,feminin,Postliceala,51351,0,Ipotecata,8325,11.01,0.16,2,0,1
22,masculin,Licenta,56081,1,Inchiriat,5750,8.94,0.1,3,1,0
25,feminin,Liceu,84969,0,Inchiriat,5750,8,0.07,4,1,0
22,masculin,Master,58644,2,Ipotecata,10000,13.49,0.17,4,1,0
25,feminin,Liceu,103194,4,Inchiriat,5750,7.29,0.06,4,1,0
22,masculin,Postliceala,115144,2,Inchiriat,5750,11.01,0.05,3,1,0
24,masculin,Master,58914,2,Proprietate,4400,5.99,0.07,4,1,0
25,feminin,Postliceala,178435,0,Inchiriat,5750,9.99,0.03,4,1,0
23,masculin,Licenta,38277,1,Inchiriat,5775,9.63,0.15,4,0,1
25,masculin,Licenta,58778,1,Ipotecata,3000,11.99,0.05,4,1,0
24,masculin,Liceu,144937,0,Inchiriat,5775,6.17,0.04,2,1,0
21,feminin,Liceu,22505,0,Inchiriat,5800,14.72,0.26,4,0,1
25,masculin,Postliceala,58588,3,Ipotecata,3200,6.99,0.05,2,0,0
22,feminin,Licenta,25371,0,Inchiriat,5800,8.94,0.23,4,1,0
23,masculin,Liceu,31139,1,Inchiriat,5800,9.91,0.19,4,1,0
24,feminin,Master,58362,4,Ipotecata,4200,11.99,0.07,4,1,0
23,masculin,Liceu,58342,0,Ipotecata,5000,13.99,0.09,2,1,0
26,feminin,Postliceala,33432,5,Inchiriat,5800,10.65,0.17,3,0,0
23,masculin,Licenta,33778,5,Inchiriat,5800,13.06,0.17,4,1,0
26,masculin,Licenta,58476,8,Ipotecata,4000,5.42,0.07,2,1,0
24,masculin,Licenta,42867,3,Inchiriat,5800,8.32,0.14,3,0,0
22,feminin,Licenta,58309,0,Proprietate,4800,8.49,0.08,4,1,0
22,feminin,Liceu,50613,0,Inchiriat,5800,7.43,0.11,3,0,0
24,feminin,Licenta,58497,2,Ipotecata,5000,5.99,0.09,2,1,0
24,feminin,Postliceala,58371,0,Ipotecata,3200,5.99,0.05,4,1,0
25,feminin,Liceu,58767,1,Ipotecata,1000,13.49,0.02,3,0,0
22,feminin,Liceu,55025,0,Inchiriat,5800,7.88,0.11,3,1,0
26,masculin,Licenta,58443,2,Ipotecata,8000,10.59,0.14,4,0,0
23,masculin,Licenta,51352,0,Ipotecata,1800,12.99,0.04,3,0,1
26,feminin,Licenta,173639,2,Inchiriat,5800,7.29,0.03,3,1,0
26,masculin,Licenta,58524,5,Proprietate,3600,13.49,0.06,4,1,0
23,masculin,Liceu,15633,2,Inchiriat,5825,6.62,0.37,4,0,1
22,feminin,Licenta,30989,0,Inchiriat,5825,14.27,0.19,2,0,0
26,masculin,Liceu,32099,7,Inchiriat,5825,14.27,0.18,4,1,0
23,feminin,Postliceala,51474,1,Ipotecata,10500,7.66,0.2,2,0,1
23,masculin,Liceu,60990,0,Inchiriat,5825,10.65,0.1,2,1,0
22,feminin,Master,58797,0,Ipotecata,4000,9.63,0.07,2,0,0
23,feminin,Liceu,58931,0,Proprietate,7000,10.74,0.12,4,1,0
24,feminin,Liceu,58734,1,Ipotecata,4000,5.42,0.07,4,1,0
24,feminin,Master,73334,0,Inchiriat,5850,7.49,0.08,3,0,0
25,masculin,Master,58756,4,Ipotecata,4800,10.74,0.08,4,1,0
25,feminin,Licenta,23905,3,Inchiriat,5875,14.11,0.25,3,0,1
26,feminin,Licenta,48875,5,Inchiriat,5875,12.69,0.12,2,1,0
26,masculin,Licenta,60799,1,Inchiriat,5875,12.99,0.1,3,1,0
23,masculin,Master,68288,1,Inchiriat,5875,14.54,0.09,2,1,0
21,feminin,Liceu,18687,0,Inchiriat,5900,12.42,0.32,3,0,1
24,masculin,Liceu,28809,3,Inchiriat,5900,9.63,0.2,4,1,0
23,feminin,Liceu,36822,0,Inchiriat,5900,7.88,0.16,2,0,0
26,feminin,Liceu,45120,3,Inchiriat,5900,10.71,0.13,3,1,0
25,masculin,Postliceala,42105,7,Inchiriat,5925,11.11,0.14,4,0,1
23,masculin,Liceu,25362,1,Inchiriat,5950,13.49,0.23,3,1,0
24,masculin,Liceu,58537,0,Proprietate,15000,13.06,0.26,4,1,0
23,masculin,Licenta,36040,2,Inchiriat,5950,7.66,0.17,2,1,0
23,masculin,Postliceala,58544,0,Ipotecata,14125,11.01,0.24,2,1,0
24,feminin,Liceu,58575,0,Ipotecata,12000,7.29,0.2,3,1,0
25,feminin,Licenta,58621,2,Ipotecata,4500,5.42,0.08,2,1,0
25,feminin,Master,94457,3,Inchiriat,5950,7.29,0.06,3,1,0
24,masculin,Master,56084,0,Inchiriat,5975,14.46,0.11,2,0,1
22,masculin,Master,15498,1,Inchiriat,6000,8.88,0.39,4,0,1
25,feminin,Licenta,17165,1,Inchiriat,6000,7.49,0.35,3,0,1
24,feminin,Postliceala,18662,2,Inchiriat,6000,10,0.32,3,0,1
22,feminin,Liceu,18817,0,Inchiriat,6000,6.03,0.32,3,0,1
22,masculin,Liceu,19005,0,Inchiriat,6000,14.59,0.32,4,0,1
21,feminin,Master,19840,3,Inchiriat,6000,9.63,0.3,3,0,1
24,masculin,Licenta,58417,4,Ipotecata,4800,9.99,0.08,2,1,0
24,feminin,Liceu,20929,0,Inchiriat,6000,14.84,0.29,4,0,1
26,masculin,Postliceala,21966,1,Inchiriat,6000,10.99,0.27,3,0,1
26,feminin,Master,58361,4,Ipotecata,10000,5.79,0.17,3,0,0
22,masculin,Licenta,22793,0,Inchiriat,6000,6.62,0.26,2,0,1
24,masculin,Liceu,58560,2,Ipotecata,12000,11.01,0.2,3,1,0
24,masculin,Liceu,22838,1,Inchiriat,6000,12.21,0.26,2,0,1
22,feminin,Liceu,22446,3,Inchiriat,6000,11.01,0.27,3,0,1
22,masculin,Master,23145,0,Inchiriat,6000,7.66,0.26,3,0,1
22,feminin,Licenta,23745,0,Inchiriat,6000,14.74,0.25,3,0,1
23,masculin,Postliceala,51496,2,Ipotecata,2000,15.2,0.04,2,0,1
22,masculin,Licenta,58877,2,Ipotecata,3500,6.54,0.06,3,1,0
21,feminin,Licenta,23876,0,Inchiriat,6000,11.01,0.25,4,0,1
23,feminin,Master,23759,2,Inchiriat,6000,10.59,0.25,2,0,1
22,masculin,Master,58507,0,Ipotecata,3800,11.01,0.06,2,1,0
24,masculin,Licenta,24132,0,Inchiriat,6000,10.59,0.25,3,0,1
25,masculin,Postliceala,24250,0,Inchiriat,6000,7.14,0.25,3,0,1
21,masculin,Licenta,24238,0,Inchiriat,6000,9.88,0.25,2,0,1
25,masculin,Licenta,23993,2,Inchiriat,6000,13.11,0.25,2,0,1
22,masculin,Postliceala,58388,0,Ipotecata,6500,6.17,0.11,2,1,0
24,masculin,Master,25181,1,Inchiriat,6000,7.14,0.24,2,1,0
24,feminin,Postliceala,58572,1,Ipotecata,17000,6.91,0.29,4,1,0
24,feminin,Liceu,58100,2,Proprietate,3000,5.79,0.05,4,1,0
26,feminin,Postliceala,25168,7,Inchiriat,6000,9.99,0.24,2,0,0
22,feminin,Postliceala,26463,0,Inchiriat,6000,15.96,0.23,3,1,0
23,feminin,Licenta,58474,0,Proprietate,2550,11.86,0.04,3,1,0
26,feminin,Licenta,27001,0,Inchiriat,6000,10.59,0.22,4,0,0
23,feminin,Master,26628,3,Inchiriat,6000,14.42,0.23,4,0,1
24,masculin,Postliceala,27005,2,Inchiriat,6000,6.62,0.22,4,0,0
25,masculin,Postliceala,27078,2,Inchiriat,6000,14.72,0.22,2,1,0
23,feminin,Licenta,27032,4,Inchiriat,6000,13.47,0.22,3,1,0
22,masculin,Master,58738,0,Ipotecata,9600,11.86,0.16,2,1,0
21,feminin,Licenta,28209,0,Inchiriat,6000,12.23,0.21,4,0,0
25,masculin,Postliceala,28569,2,Inchiriat,6000,11.01,0.21,3,1,0
25,masculin,Postliceala,28392,3,Inchiriat,6000,13.35,0.21,4,0,1
22,feminin,Licenta,58683,0,Ipotecata,9600,7.51,0.16,4,1,0
22,feminin,Postliceala,28541,0,Inchiriat,6000,13.57,0.21,4,1,0
25,feminin,Liceu,58597,7,Ipotecata,5000,11.01,0.09,4,1,0
23,masculin,Liceu,28487,1,Inchiriat,6000,11.49,0.21,3,0,0
21,feminin,Master,28428,1,Inchiriat,6000,10.95,0.21,2,1,0
22,masculin,Liceu,58859,3,Ipotecata,4000,11.86,0.07,2,0,0
21,feminin,Licenta,28507,0,Inchiriat,6000,7.9,0.21,2,0,1
25,masculin,Licenta,29036,4,Inchiriat,6000,8,0.21,4,0,0
22,feminin,Licenta,29625,1,Inchiriat,6000,11.01,0.2,3,0,0
22,masculin,Licenta,29745,0,Inchiriat,6000,10.65,0.2,4,1,0
25,feminin,Licenta,58524,1,Ipotecata,4000,7.14,0.07,3,0,0
26,masculin,Licenta,29614,4,Inchiriat,6000,8.9,0.2,3,0,0
25,feminin,Licenta,58473,3,Ipotecata,7350,11.12,0.13,2,1,0
26,masculin,Licenta,30278,3,Inchiriat,6000,6.62,0.2,4,1,0
24,feminin,Master,58778,1,Ipotecata,1200,6.76,0.02,3,1,0
23,feminin,Liceu,29753,0,Inchiriat,6000,5.42,0.2,4,1,0
24,masculin,Liceu,29937,0,Inchiriat,6000,11.99,0.2,4,1,0
23,masculin,Liceu,58686,2,Ipotecata,3200,7.51,0.05,2,1,0
24,feminin,Liceu,51544,1,Ipotecata,18250,16.82,0.35,4,0,1
24,feminin,Liceu,58412,0,Ipotecata,9600,11.01,0.16,4,1,0
24,masculin,Master,29874,1,Inchiriat,6000,12.99,0.2,4,1,0
26,feminin,Licenta,58400,3,Proprietate,15000,11.12,0.26,3,0,0
23,masculin,Liceu,29926,3,Inchiriat,6000,11.01,0.2,2,1,0
25,masculin,Postliceala,58534,7,Ipotecata,24250,10.25,0.41,3,0,0
22,masculin,Liceu,58312,0,Ipotecata,7000,13.48,0.12,3,1,0
22,feminin,Licenta,58940,0,Ipotecata,5000,7.88,0.08,2,0,0
21,masculin,Liceu,29557,0,Inchiriat,6000,11.36,0.2,3,1,0
22,feminin,Licenta,29932,3,Inchiriat,6000,12.18,0.2,3,0,1
21,masculin,Liceu,31289,0,Inchiriat,6000,13.61,0.19,2,1,0
21,masculin,Postliceala,31193,0,Inchiriat,6000,11.83,0.19,3,0,0
23,feminin,Liceu,31051,1,Inchiriat,6000,7.51,0.19,2,0,0
25,feminin,Postliceala,31156,4,Inchiriat,6000,11.01,0.19,2,1,0
22,feminin,Licenta,58540,1,Ipotecata,6500,10.62,0.11,3,1,0
25,feminin,Postliceala,31132,5,Inchiriat,6000,16.4,0.19,2,0,1
21,feminin,Licenta,31450,0,Inchiriat,6000,11.01,0.19,4,1,0
26,feminin,Licenta,30921,2,Inchiriat,6000,8,0.19,2,0,0
25,feminin,Licenta,58252,0,Proprietate,15000,10.25,0.26,4,1,0
22,masculin,Licenta,58404,0,Ipotecata,15000,9.88,0.26,2,0,0
24,masculin,Master,31144,0,Inchiriat,6000,7.49,0.19,2,1,0
26,masculin,Licenta,58573,4,Ipotecata,4200,10.62,0.07,2,0,0
24,feminin,Liceu,58517,0,Ipotecata,5500,11.36,0.09,3,1,0
25,masculin,Licenta,58309,4,Ipotecata,16750,11.01,0.29,4,1,0
26,feminin,Licenta,58496,6,Ipotecata,4000,11.01,0.07,2,0,0
21,masculin,Liceu,31253,0,Inchiriat,6000,7.49,0.19,3,1,0
23,masculin,Postliceala,30792,0,Inchiriat,6000,13.23,0.19,4,0,1
23,feminin,Licenta,58944,1,Ipotecata,12000,11.36,0.2,3,1,0
21,masculin,Master,30843,0,Inchiriat,6000,8.94,0.19,3,1,0
25,masculin,Postliceala,30919,1,Inchiriat,6000,9.76,0.19,3,1,0
24,feminin,Postliceala,31777,3,Inchiriat,6000,7.14,0.19,4,0,0
23,feminin,Licenta,32431,0,Inchiriat,6000,11.01,0.19,3,0,0
21,feminin,Liceu,31766,1,Inchiriat,6000,7.49,0.19,2,1,0
26,feminin,Licenta,32638,3,Inchiriat,6000,10.65,0.18,2,0,0
25,masculin,Licenta,58297,2,Ipotecata,7800,8.94,0.13,2,1,0
26,feminin,Licenta,33147,5,Inchiriat,6000,6,0.18,4,0,0
22,masculin,Licenta,32710,0,Inchiriat,6000,8.59,0.18,3,1,0
25,feminin,Licenta,33111,1,Inchiriat,6000,12.42,0.18,3,1,0
25,masculin,Master,58823,3,Proprietate,7500,7.05,0.13,3,1,0
24,masculin,Licenta,32482,0,Inchiriat,6000,13.79,0.18,3,1,0
25,masculin,Licenta,32972,1,Inchiriat,6000,9.25,0.18,4,0,0
25,feminin,Licenta,33163,1,Inchiriat,6000,11.86,0.18,3,0,0
24,masculin,Licenta,51470,1,Ipotecata,3500,8.94,0.07,3,0,1
23,feminin,Licenta,33579,2,Inchiriat,6000,11.66,0.18,3,1,0
22,feminin,Master,58264,3,Ipotecata,2800,12.53,0.05,2,1,0
26,masculin,Licenta,33504,5,Inchiriat,6000,9.99,0.18,4,1,0
24,masculin,Postliceala,58440,0,Ipotecata,3100,8.94,0.05,3,0,0
25,masculin,Postliceala,33517,4,Inchiriat,6000,7.9,0.18,2,1,0
23,feminin,Licenta,58593,3,Proprietate,15750,16.35,0.27,3,1,0
22,feminin,Liceu,34053,0,Inchiriat,6000,10.38,0.18,4,0,0
24,masculin,Licenta,58502,3,Ipotecata,4400,11.83,0.08,2,0,0
26,feminin,Liceu,59212,4,Ipotecata,16750,14.26,0.28,3,1,0
23,feminin,Postliceala,58726,2,Proprietate,6000,12.87,0.1,2,1,0
22,feminin,Postliceala,58118,0,Ipotecata,8000,12.53,0.14,4,0,0
25,masculin,Liceu,34544,1,Inchiriat,6000,10.59,0.17,4,0,1
23,masculin,Postliceala,34540,0,Inchiriat,6000,9.63,0.17,4,0,0
22,feminin,Master,34232,0,Inchiriat,6000,12.98,0.18,2,0,0
26,feminin,Licenta,58545,3,Ipotecata,10000,7.74,0.17,2,1,0
23,feminin,Postliceala,34563,2,Inchiriat,6000,9.63,0.17,4,1,0
23,masculin,Licenta,35430,0,Inchiriat,6000,7.66,0.17,4,0,0
21,masculin,Postliceala,58091,0,Ipotecata,10800,12.84,0.19,2,0,0
25,feminin,Licenta,35171,4,Inchiriat,6000,8.9,0.17,3,1,0
23,masculin,Master,35393,0,Inchiriat,6000,11.01,0.17,3,1,0
21,masculin,Liceu,35345,0,Inchiriat,6000,13.8,0.17,4,1,0
21,masculin,Postliceala,36040,0,Inchiriat,6000,10.62,0.17,3,0,1
23,feminin,Liceu,35687,5,Inchiriat,6000,8.94,0.17,3,1,0
25,masculin,Master,35402,2,Inchiriat,6000,17.04,0.17,4,0,1
24,feminin,Master,36124,1,Inchiriat,6000,15.27,0.17,2,1,0
23,masculin,Postliceala,35885,0,Inchiriat,6000,5.99,0.17,3,1,0
23,masculin,Liceu,36521,0,Inchiriat,6000,13.61,0.16,4,0,0
22,masculin,Master,35770,0,Inchiriat,6000,10.25,0.17,2,0,0
22,feminin,Liceu,35904,0,Inchiriat,6000,11.46,0.17,3,1,0
24,feminin,Master,58443,1,Proprietate,2800,12.53,0.05,4,1,0
23,masculin,Liceu,36869,0,Inchiriat,6000,14.22,0.16,3,1,0
22,masculin,Liceu,36866,0,Inchiriat,6000,12.42,0.16,4,1,0
24,masculin,Liceu,58652,3,Proprietate,10400,7.37,0.18,3,1,0
22,masculin,Licenta,37134,0,Inchiriat,6000,10.65,0.16,2,1,0
22,feminin,Licenta,37144,0,Inchiriat,6000,14.27,0.16,3,0,1
22,masculin,Postliceala,58493,0,Ipotecata,9925,9.63,0.17,2,1,0
24,masculin,Liceu,37229,3,Inchiriat,6000,13.49,0.16,2,1,0
24,masculin,Postliceala,58701,3,Altul,7800,11.89,0.13,4,0,0
24,masculin,Licenta,36983,0,Inchiriat,6000,7.51,0.16,3,0,0
23,masculin,Liceu,58818,0,Ipotecata,10000,9.32,0.17,4,1,0
24,feminin,Licenta,36769,3,Inchiriat,6000,13.49,0.16,3,1,0
22,masculin,Postliceala,37403,0,Inchiriat,6000,7.51,0.16,4,0,0
24,masculin,Postliceala,36931,0,Inchiriat,6000,12.42,0.16,2,1,0
22,masculin,Postliceala,36862,1,Inchiriat,6000,12.42,0.16,4,0,0
24,feminin,Master,58595,2,Proprietate,1300,9.07,0.02,4,1,0
22,masculin,Master,58685,0,Ipotecata,4800,9.07,0.08,3,1,0
22,feminin,Master,58517,0,Proprietate,2400,11.46,0.04,3,0,0
25,masculin,Liceu,58549,6,Ipotecata,7000,12.09,0.12,2,1,0
24,masculin,Licenta,37141,2,Inchiriat,6000,11.71,0.16,4,0,0
23,masculin,Licenta,36742,0,Inchiriat,6000,11.71,0.16,4,1,0
23,masculin,Liceu,58561,0,Proprietate,5000,10.08,0.09,4,1,0
24,masculin,Master,58644,1,Ipotecata,5000,7.68,0.09,4,1,0
23,masculin,Liceu,36738,4,Inchiriat,6000,13.49,0.16,3,1,0
22,feminin,Licenta,37085,0,Inchiriat,6000,10.99,0.16,2,0,1
23,masculin,Master,36761,0,Inchiriat,6000,8.49,0.16,3,0,0
24,masculin,Licenta,36536,0,Inchiriat,6000,15.99,0.16,3,0,1
22,masculin,Postliceala,36895,0,Inchiriat,6000,10.37,0.16,2,1,0
26,feminin,Master,36946,5,Inchiriat,6000,6.54,0.16,2,0,0
23,feminin,Liceu,37052,0,Inchiriat,6000,14.72,0.16,4,1,0
21,masculin,Licenta,37360,0,Inchiriat,6000,7.51,0.16,3,1,0
24,masculin,Liceu,58670,2,Ipotecata,3500,10.28,0.06,4,0,0
26,feminin,Master,37112,5,Inchiriat,6000,11.01,0.16,2,0,1
21,masculin,Liceu,37133,0,Inchiriat,6000,8.94,0.16,2,1,0
26,masculin,Licenta,37091,5,Inchiriat,6000,7.74,0.16,3,1,0
23,feminin,Liceu,58848,1,Ipotecata,9500,7.29,0.16,2,1,0
22,feminin,Postliceala,58944,0,Ipotecata,3000,11.01,0.05,2,1,0
21,feminin,Liceu,37986,0,Inchiriat,6000,6.03,0.16,3,1,0
23,masculin,Master,58777,3,Ipotecata,20000,12.18,0.34,2,0,0
25,masculin,Liceu,58674,1,Ipotecata,6000,7.66,0.1,3,0,0
26,feminin,Liceu,38203,0,Inchiriat,6000,15.23,0.16,3,1,0
21,feminin,Master,38213,0,Inchiriat,6000,16.89,0.16,3,0,1
25,masculin,Master,38685,7,Inchiriat,6000,13.8,0.16,4,0,1
22,masculin,Postliceala,38663,2,Inchiriat,6000,13.22,0.16,2,1,0
23,masculin,Postliceala,59184,1,Ipotecata,6500,11.01,0.11,4,1,0
22,masculin,Liceu,39013,1,Inchiriat,6000,11.12,0.15,4,1,0
24,masculin,Liceu,39825,0,Inchiriat,6000,13.49,0.15,3,0,1
26,masculin,Liceu,59059,2,Ipotecata,13000,7.29,0.22,3,0,0
23,feminin,Liceu,59255,0,Ipotecata,6000,10.25,0.1,2,0,0
21,masculin,Liceu,39551,0,Inchiriat,6000,5.42,0.15,4,0,0
25,feminin,Licenta,39410,0,Inchiriat,6000,10.62,0.15,2,0,1
25,masculin,Licenta,59286,3,Altul,19500,15.57,0.33,4,0,1
22,feminin,Licenta,51972,0,Ipotecata,7000,15.57,0.13,4,0,1
25,masculin,Licenta,39312,2,Inchiriat,6000,12.92,0.15,3,0,1
22,masculin,Master,39359,3,Inchiriat,6000,11.01,0.15,3,0,0
22,masculin,Licenta,58998,0,Ipotecata,13500,11.14,0.23,3,1,0
24,masculin,Liceu,39383,0,Inchiriat,6000,14.84,0.15,4,0,1
23,feminin,Postliceala,59325,3,Proprietate,5000,7.49,0.08,2,1,0
23,masculin,Liceu,39679,0,Inchiriat,6000,16.77,0.15,3,0,1
22,feminin,Master,40036,0,Inchiriat,6000,13.04,0.15,4,1,0
23,feminin,Master,59391,0,Ipotecata,6000,11.86,0.1,4,1,0
23,feminin,Postliceala,59283,2,Ipotecata,19000,11.36,0.32,4,1,0
26,masculin,Doctorat,40571,5,Inchiriat,6000,14.84,0.15,2,0,1
22,masculin,Licenta,40477,1,Inchiriat,6000,13.85,0.15,4,1,0
24,masculin,Licenta,59592,0,Ipotecata,8000,17.58,0.13,2,1,0
23,masculin,Postliceala,40777,0,Inchiriat,6000,11.03,0.15,4,0,0
21,masculin,Liceu,41093,0,Inchiriat,6000,13.23,0.15,2,1,0
26,masculin,Liceu,41178,2,Inchiriat,6000,10.71,0.15,3,1,0
22,masculin,Liceu,41501,0,Inchiriat,6000,12.86,0.14,4,0,1
24,masculin,Postliceala,59453,1,Altul,3500,9.32,0.06,4,1,0
24,masculin,Liceu,59778,5,Ipotecata,9000,7.49,0.15,2,0,0
21,feminin,Liceu,41704,0,Inchiriat,6000,12.53,0.14,3,0,0
24,feminin,Liceu,59282,0,Ipotecata,10300,6.99,0.17,2,1,0
24,masculin,Master,41975,5,Inchiriat,6000,8.9,0.14,4,1,0
26,masculin,Master,41807,2,Inchiriat,6000,12.69,0.14,4,0,0
24,feminin,Licenta,59690,1,Ipotecata,10000,18.39,0.17,3,1,0
23,feminin,Postliceala,41719,2,Inchiriat,6000,14.09,0.14,4,0,1
22,masculin,Master,59558,0,Ipotecata,5000,7.9,0.08,4,1,0
22,masculin,Master,41829,0,Inchiriat,6000,7.9,0.14,2,0,0
23,feminin,Licenta,59629,0,Ipotecata,10525,13.61,0.18,2,1,0
25,feminin,Liceu,35776,5,Inchiriat,6000,13.49,0.17,3,0,1
22,feminin,Licenta,43249,0,Inchiriat,6000,7.49,0.14,2,1,0
22,feminin,Liceu,52637,3,Ipotecata,12000,13.79,0.23,4,0,1
23,masculin,Master,35760,0,Inchiriat,6000,7.88,0.17,3,0,1
24,masculin,Licenta,42689,0,Inchiriat,6000,13.98,0.14,4,0,0
22,feminin,Postliceala,43178,1,Inchiriat,6000,11.01,0.14,2,1,0
24,masculin,Liceu,42729,4,Inchiriat,6000,10.59,0.14,3,1,0
24,masculin,Licenta,35542,0,Inchiriat,6000,15.62,0.17,3,0,1
23,masculin,Master,42998,2,Inchiriat,6000,11.01,0.14,2,1,0
26,feminin,Master,35656,6,Inchiriat,6000,14.11,0.17,4,0,1
23,feminin,Licenta,59971,0,Ipotecata,9600,5.42,0.16,3,1,0
24,feminin,Master,52433,2,Ipotecata,4000,17.49,0.08,3,0,1
23,masculin,Postliceala,59587,3,Ipotecata,3500,5.42,0.06,2,1,0
21,masculin,Postliceala,43166,0,Inchiriat,6000,11.01,0.14,4,1,0
24,masculin,Postliceala,52210,0,Ipotecata,10000,16.89,0.19,2,0,1
26,feminin,Licenta,36278,4,Inchiriat,6000,13.35,0.17,4,0,1
25,masculin,Postliceala,59730,4,Proprietate,3000,11.01,0.05,3,0,0
24,feminin,Postliceala,52362,1,Ipotecata,3000,10.99,0.06,3,0,1
23,feminin,Licenta,59962,0,Ipotecata,4000,13.99,0.07,4,0,0
25,masculin,Liceu,43140,3,Inchiriat,6000,7.4,0.14,3,1,0
25,masculin,Liceu,59697,5,Ipotecata,7000,6.99,0.12,3,0,0
22,masculin,Licenta,37025,4,Inchiriat,6000,15.65,0.16,2,0,1
25,feminin,Liceu,43930,3,Inchiriat,6000,11.01,0.14,4,1,0
24,masculin,Liceu,59478,1,Ipotecata,2700,6.92,0.05,4,1,0
22,masculin,Licenta,59576,0,Ipotecata,2400,5.79,0.04,4,1,0
23,feminin,Liceu,59632,0,Ipotecata,2400,7.66,0.04,3,1,0
25,feminin,Licenta,59856,1,Ipotecata,18225,10,0.3,4,1,0
26,masculin,Postliceala,59815,4,Ipotecata,20000,10,0.33,2,1,0
22,masculin,Licenta,37123,0,Inchiriat,6000,14.79,0.16,4,0,1
22,masculin,Master,37233,0,Inchiriat,6000,19.39,0.16,4,0,1
22,feminin,Licenta,44182,1,Inchiriat,6000,12.68,0.14,4,0,0
22,feminin,Liceu,59936,1,Ipotecata,16750,6.91,0.28,4,1,0
26,masculin,Licenta,37057,1,Inchiriat,6000,16.77,0.16,2,0,1
23,masculin,Postliceala,59632,0,Ipotecata,6000,7.88,0.1,4,1,0
26,masculin,Liceu,59753,5,Ipotecata,14000,7.88,0.23,2,1,0
22,feminin,Master,44323,0,Inchiriat,6000,10,0.14,3,0,0
24,masculin,Licenta,59930,6,Ipotecata,3500,7.88,0.06,3,1,0
25,feminin,Liceu,60109,2,Proprietate,2500,6.76,0.04,4,1,0
22,feminin,Master,44225,0,Inchiriat,6000,10.36,0.14,3,0,0
23,feminin,Master,44202,0,Inchiriat,6000,11.86,0.14,4,1,0
25,masculin,Master,44546,5,Inchiriat,6000,14.72,0.13,2,0,0
22,masculin,Licenta,59698,0,Ipotecata,4000,8.94,0.07,2,0,0
22,feminin,Liceu,59432,3,Ipotecata,8500,12.53,0.14,2,1,0
22,feminin,Liceu,44394,0,Inchiriat,6000,10.75,0.14,3,0,0
21,feminin,Liceu,59664,1,Ipotecata,14000,11.01,0.23,3,1,0
21,masculin,Master,44186,1,Inchiriat,6000,11.86,0.14,3,0,0
22,masculin,Licenta,59712,1,Ipotecata,7000,9.32,0.12,2,1,0
23,masculin,Licenta,37213,4,Inchiriat,6000,16.32,0.16,3,0,1
23,masculin,Postliceala,44401,0,Inchiriat,6000,7.51,0.14,3,1,0
24,masculin,Licenta,59933,0,Ipotecata,20000,15.57,0.33,4,0,0
24,masculin,Liceu,59822,0,Ipotecata,7000,13.17,0.12,4,1,0
22,feminin,Licenta,43890,0,Inchiriat,6000,7.51,0.14,2,0,0
22,masculin,Postliceala,59832,0,Ipotecata,2400,11.86,0.04,2,0,0
22,feminin,Liceu,59773,0,Proprietate,3000,13.16,0.05,2,0,0
25,feminin,Licenta,59626,1,Ipotecata,3000,11.71,0.05,2,0,0
